"","BLOCK","DAY","MONTH","YEAR","ROW","PLANT","FLOWER","Height","Width","Weight","Druplets","Crumbliness","Tag","TREATMENT","POLLINATORS","Total.visits","TOTAL.TIME","variable","value","poll.sp","v.d","ord.v","log.vd","sqrt.vd"
"2443","KD6D_",18,1,2018,"23_","5_",794,21.22,17.77,3.16,92,2,"KD6D_23_5_794","V","HB",12,111,"VISIT6","HP4","H",4,6,1.38629436111989,2
"2446","KD6D_",18,1,2018,"23_","5_",797,26.79,22.87,5.9,118,3,"KD6D_23_5_797","V","HB",13,160,"VISIT6","HP8","H",8,6,2.07944154167984,2.82842712474619
"2447","KD8_",18,1,2018,"1_","11_",798,19.85,18.91,3.11,109,2,"KD8_1_11_798","V","Mixed",17,160,"VISIT6","HP4","H",4,6,1.38629436111989,2
"2449","KD8_",18,1,2018,"1_","11_",800,22.07,21.19,4,93,2,"KD8_1_11_800","V","HB",12,281,"VISIT6","HP4","H",4,6,1.38629436111989,2
"2451","KD8_",18,1,2018,"1_","11_",802,22.84,21.27,4.03,95,3,"KD8_1_11_802","V","Mixed",7,76,"VISIT6","HP21","H",21,6,3.04452243772342,4.58257569495584
"2452","KD8_",18,1,2018,"5_","14_",803,20.28,18.7,2.9,113,2,"KD8_5_14_803","V","HB",10,70,"VISIT6","HP1","H",1,6,0,1
"2453","KD8_",18,1,2018,"5_","14_",804,20.4,20.63,3.24,104,2,"KD8_5_14_804","V","HB",6,86,"VISIT6","HP3","H",3,6,1.09861228866811,1.73205080756888
"2454","KD6C_",19,1,2018,"1_","2_",805,24.09,22.07,4.51,122,3,"KD6C_1_2_805","V","Mixed",17,200,"VISIT6","SP13","S",13,6,2.56494935746154,3.60555127546399
"2455","KD6C_",19,1,2018,"1_","2_",806,20.35,19.74,3.43,104,3,"KD6C_1_2_806","V","Mixed",13,121,"VISIT6","HP5","H",5,6,1.6094379124341,2.23606797749979
"2456","KD6C_",19,1,2018,"1_","2_",807,23.58,20.91,4.6,122,3,"KD6C_1_2_807","V","Mixed",9,53,"VISIT6","SP4","S",4,6,1.38629436111989,2
"2457","KD6C_",19,1,2018,"1_","2_",808,21.02,18.84,3.29,117,2,"KD6C_1_2_808","V","Mixed",9,70,"VISIT6","HP4","H",4,6,1.38629436111989,2
"2458","KD6C_",19,1,2018,"1_","3_",809,18.98,19.6,2.78,41,1,"KD6C_1_3_809","V","Mixed",13,270,"VISIT6","SP3","S",3,6,1.09861228866811,1.73205080756888
"2459","KD6C_",19,1,2018,"1_","3_",810,19.93,19.26,3.62,95,2,"KD6C_1_3_810","V","Mixed",6,92,"VISIT6","SP29","S",29,6,3.36729582998647,5.3851648071345
"2460","KD6C_",19,1,2018,"1_","3_",811,22.38,19.24,3.9,115,2,"KD6C_1_3_811","V","Mixed",6,80,"VISIT6","SP3","S",3,6,1.09861228866811,1.73205080756888
"2461","KD6C_",19,1,2018,"1_","3_",812,23.23,20.74,4.72,124,3,"KD6C_1_3_812","V","Mixed",13,124,"VISIT6","HN11","H",11,6,2.39789527279837,3.3166247903554
"2463","KD6C_",19,1,2018,"1_","5_",814,24.79,20.38,4.6,117,2,"KD6C_1_5_814","V","HB",8,101,"VISIT6","HP11","H",11,6,2.39789527279837,3.3166247903554
"2464","KD8_",19,1,2018,"5_","1_",815,19.01,17.53,2.67,48,1,"KD8_5_1_815","V","HB",6,126,"VISIT6","HP11","H",11,6,2.39789527279837,3.3166247903554
"2465","KD8_",19,1,2018,"5_","1_",816,18.32,17.89,3.37,75,2,"KD8_5_1_816","V","Mixed",12,136,"VISIT6","HP10","H",10,6,2.30258509299405,3.16227766016838
"2469","KD6C_",19,1,2018,"3_","6_",822,16.6,14.44,1.57,75,1,"KD6C_3_6_822","V","Mixed",10,121,"VISIT6","HP8","H",8,6,2.07944154167984,2.82842712474619
"2471","KD6D_",19,1,2018,"30_","12_",824,18.55,17.62,2.82,70,2,"KD6D_30_12_824","V","HB",7,100,"VISIT6","HP4","H",4,6,1.38629436111989,2
"2472","KD6D_",19,1,2018,"30_","12_",825,19.52,17.98,3.37,97,3,"KD6D_30_12_825","V","HB",9,224,"VISIT6","HP61","H",61,6,4.11087386417331,7.81024967590665
"2473","KD6D_",19,1,2018,"30_","12_",826,18.89,17.68,2.58,55,2,"KD6D_30_12_826","V","HB",8,188,"VISIT6","HP5","H",5,6,1.6094379124341,2.23606797749979
"2474","KD6C_",22,1,2018,"1_","10_",830,20.6,20.09,3.61,77,1,"KD6C_1_10_830","V","Mixed",7,92,"VISIT6","HP20","H",20,6,2.99573227355399,4.47213595499958
"2476","KD6C_",22,1,2018,"1_","10_",832,22.16,20.11,3.74,124,3,"KD6C_1_10_832","V","Mixed",29,292,"VISIT6","HP9","H",9,6,2.19722457733622,3
"2477","KD6C_",22,1,2018,"1_","10_",833,21.43,20.05,3.68,127,3,"KD6C_1_10_833","V","Mixed",10,106,"VISIT6","HP22","H",22,6,3.09104245335832,4.69041575982343
"2479","KD6C_",22,1,2018,"3_","8_",835,16.94,15.86,1.96,70,2,"KD6C_3_8_835","V","Mixed",12,118,"VISIT6","HP4","H",4,6,1.38629436111989,2
"2480","KD6C_",22,1,2018,"3_","8_",836,16.76,15.99,2.11,86,3,"KD6C_3_8_836","V","Mixed",11,182,"VISIT6","SP5","S",5,6,1.6094379124341,2.23606797749979
"2482","KD6C_",22,1,2018,"3_","8_",838,16.44,16.12,2.13,78,2,"KD6C_3_8_838","V","Mixed",15,80,"VISIT6","SP3","S",3,6,1.09861228866811,1.73205080756888
"2483","KD6C_",22,1,2018,"5_","2_",839,20.47,18.22,3.57,96,3,"KD6C_5_2_839","V","Mixed",20,147,"VISIT6","HN12","H",12,6,2.484906649788,3.46410161513775
"2484","KD6C_",22,1,2018,"5_","2_",840,19.83,18.76,3.42,92,3,"KD6C_5_2_840","V","Mixed",15,146,"VISIT6","HP5","H",5,6,1.6094379124341,2.23606797749979
"2487","KD6C_",22,1,2018,"5_","4_",843,14.1,13.17,1.03,65,1,"KD6C_5_4_843","V","Mixed",10,124,"VISIT6","HN15","H",15,6,2.70805020110221,3.87298334620742
"2489","KD6C_",22,1,2018,"5_","4_",845,15.76,16.22,1.63,42,1,"KD6C_5_4_845","V","Mixed",13,105,"VISIT6","SP3","S",3,6,1.09861228866811,1.73205080756888
"2490","KD6C_",22,1,2018,"5_","4_",846,14.2,15.64,1.18,40,1,"KD6C_5_4_846","V","Mixed",7,96,"VISIT6","HP7","H",7,6,1.94591014905531,2.64575131106459
"2492","KD6C_",22,1,2018,"5_","7_",848,16.5,18.48,2.66,41,1,"KD6C_5_7_848","V","Mixed",10,145,"VISIT6","SP3","S",3,6,1.09861228866811,1.73205080756888
"2493","KD6C_",22,1,2018,"5_","7_",849,19.53,17.95,3.12,60,1,"KD6C_5_7_849","V","Mixed",13,118,"VISIT6","HP49","H",49,6,3.89182029811063,7
"2494","KD6C_",22,1,2018,"8_","5_",850,22.09,19.2,4.08,106,2,"KD6C_8_5_850","V","Mixed",7,74,"VISIT6","SP14","S",14,6,2.63905732961526,3.74165738677394
"2498","KD8_",22,1,2018,"3_","3_",854,20.17,19.39,3.93,95,3,"KD8_3_3_854","V","Mixed",18,199,"VISIT6","SP5","S",5,6,1.6094379124341,2.23606797749979
"2499","KD8_",22,1,2018,"3_","3_",855,21.73,20.51,4.32,93,2,"KD8_3_3_855","V","Mixed",13,112,"VISIT6","SP14","S",14,6,2.63905732961526,3.74165738677394
"2500","KD8_",22,1,2018,"3_","3_",856,17.85,19.82,2.99,45,1,"KD8_3_3_856","V","Mixed",6,65,"VISIT6","HN21","H",21,6,3.04452243772342,4.58257569495584
"2502","KD8_",22,1,2018,"3_","5_",858,19.92,19.57,3.5,79,2,"KD8_3_5_858","V","Mixed",7,82,"VISIT6","HP16","H",16,6,2.77258872223978,4
"2503","KD8_",22,1,2018,"3_","5_",859,21.37,21.1,4.49,113,3,"KD8_3_5_859","V","Mixed",16,174,"VISIT6","SP11","S",11,6,2.39789527279837,3.3166247903554
"2504","KD8_",22,1,2018,"3_","5_",860,9.97,13.14,1.04,18,1,"KD8_3_5_860","V","Mixed",7,55,"VISIT6","HP12","H",12,6,2.484906649788,3.46410161513775
"2507","KD8_",22,1,2018,"3_","8_",863,22.41,20.39,4.42,107,3,"KD8_3_8_863","V","Mixed",14,253,"VISIT6","HP5","H",5,6,1.6094379124341,2.23606797749979
"2508","KD8_",22,1,2018,"3_","8_",864,22.74,20.48,4.7,103,3,"KD8_3_8_864","V","SB",10,167,"VISIT6","SP16","S",16,6,2.77258872223978,4
"2510","KD8_",22,1,2018,"3_","2_",866,21.18,19.47,3.68,105,2,"KD8_3_2_866","V","Mixed",10,123,"VISIT6","SP3","S",3,6,1.09861228866811,1.73205080756888
"2511","KD8_",22,1,2018,"3_","2_",867,21.45,19.92,4.09,95,2,"KD8_3_2_867","V","SB",16,185,"VISIT6","SP2","S",2,6,0.693147180559945,1.4142135623731
"2513","KD8_",23,1,2018,"3_","15_",869,20.14,20.58,3.89,78,2,"KD8_3_15_869","V","HB",9,91,"VISIT6","HP9","H",9,6,2.19722457733622,3
"2514","KD8_",23,1,2018,"3_","15_",870,21.71,20.59,4.65,106,3,"KD8_3_15_870","V","HB",6,67,"VISIT6","HP15","H",15,6,2.70805020110221,3.87298334620742
"2515","KD8_",23,1,2018,"3_","11_",871,14.97,13.69,1.18,67,2,"KD8_3_11_871","V","Mixed",16,158,"VISIT6","SP26","S",26,6,3.25809653802148,5.09901951359278
"2519","KD8_",23,1,2018,"3_","11_",875,14.22,14.02,1.25,73,1,"KD8_3_11_875","V","Mixed",8,46,"VISIT6","HP2","H",2,6,0.693147180559945,1.4142135623731
"2521","KD8_",23,1,2018,"5_","4_",877,16.68,20.42,3.43,61,2,"KD8_5_4_877","V","SB",8,73,"VISIT6","SP7","S",7,6,1.94591014905531,2.64575131106459
"2523","KD8_",23,1,2018,"5_","4_",879,19.48,17.39,2.81,53,1,"KD8_5_4_879","V","Mixed",6,71,"VISIT6","SP2","S",2,6,0.693147180559945,1.4142135623731
"2524","KD8_",23,1,2018,"5_","4_",880,21.99,18.99,4.2,94,3,"KD8_5_4_880","V","Mixed",8,130,"VISIT6","HP4","H",4,6,1.38629436111989,2
"2527","KD8_",23,1,2018,"5_","17_",883,19.69,18.7,3.28,94,3,"KD8_5_17_883","V","HB",9,68,"VISIT6","HP3","H",3,6,1.09861228866811,1.73205080756888
"2528","KD8_",23,1,2018,"1_","5_",887,20.17,19.51,3.79,83,2,"KD8_1_5_887","V","Mixed",9,152,"VISIT6","HP26","H",26,6,3.25809653802148,5.09901951359278
"2531","KD8_",23,1,2018,"1_","5_",890,18.9,19.13,2.6,44,1,"KD8_1_5_890","V","Mixed",12,183,"VISIT6","SP5","S",5,6,1.6094379124341,2.23606797749979
"2534","KD8_",23,1,2018,"1_","8_",893,18.82,16.29,2.53,105,3,"KD8_1_8_893","V","Mixed",10,76,"VISIT6","SP11","S",11,6,2.39789527279837,3.3166247903554
"2535","KD8_",23,1,2018,"1_","8_",894,17.33,14.92,1.85,87,3,"KD8_1_8_894","V","Mixed",13,133,"VISIT6","HP14","H",14,6,2.63905732961526,3.74165738677394
"2536","KD8_",23,1,2018,"1_","8_",895,17.95,15.49,1.93,74,3,"KD8_1_8_895","V","Mixed",11,161,"VISIT6","HP10","H",10,6,2.30258509299405,3.16227766016838
"2538","KD8_",23,1,2018,"1_","14_",897,14.53,12.32,0.8,53,1,"KD8_1_14_897","V","HB",7,69,"VISIT6","HP2","H",2,6,0.693147180559945,1.4142135623731
"2540","KD8_",23,1,2018,"1_","14_",899,17.66,15.59,1.49,65,1,"KD8_1_14_899","V","HB",8,75,"VISIT6","HP3","H",3,6,1.09861228866811,1.73205080756888
"2541","KD8_",23,1,2018,"1_","14_",900,12.71,12.39,0.82,42,1,"KD8_1_14_900","V","HB",11,64,"VISIT6","HP34","H",34,6,3.52636052461616,5.8309518948453
"2548","KD5D_",23,1,2018,"3_","2_",907,20.96,19.15,3.14,75,1,"KD5D_3_2_907","V","SB",14,236,"VISIT6","SN11","S",11,6,2.39789527279837,3.3166247903554
"2549","KD5D_",23,1,2018,"3_","2_",908,20.47,17.65,3.07,100,2,"KD5D_3_2_908","V","Mixed",13,153,"VISIT6","SP10","S",10,6,2.30258509299405,3.16227766016838
"2550","KD5D_",23,1,2018,"3_","2_",909,21.51,17.88,3.23,103,3,"KD5D_3_2_909","V","Mixed",9,116,"VISIT6","SP11","S",11,6,2.39789527279837,3.3166247903554
"2551","KD5D_",23,1,2018,"3_","8_",910,15.36,19.25,2.64,63,2,"KD5D_3_8_910","V","Mixed",6,90,"VISIT6","SP72","S",72,6,4.27666611901606,8.48528137423857
"2552","KD5D_",23,1,2018,"3_","8_",911,22.12,18.86,3.4,104,3,"KD5D_3_8_911","V","Mixed",14,169,"VISIT6","HP2","H",2,6,0.693147180559945,1.4142135623731
"2553","KD5D_",23,1,2018,"3_","8_",912,16.22,19.79,2.82,48,2,"KD5D_3_8_912","V","Mixed",9,188,"VISIT6","SP5","S",5,6,1.6094379124341,2.23606797749979
"2554","KD5D_",23,1,2018,"3_","8_",913,13.26,15.11,1.06,16,1,"KD5D_3_8_913","V","Mixed",8,32,"VISIT6","SP1","S",1,6,0,1
"2555","KD5D_",23,1,2018,"3_","14_",914,6.32,8.05,0.11,19,1,"KD5D_3_14_914","V","SB",7,58,"VISIT6","SP4","S",4,6,1.38629436111989,2
"2557","KD5D_",23,1,2018,"3_","14_",916,11.93,10.01,0.52,60,1,"KD5D_3_14_916","V","Mixed",10,120,"VISIT6","HP4","H",4,6,1.38629436111989,2
"2559","KD5D_",23,1,2018,"3_","14_",918,12.8,10.74,0.63,74,1,"KD5D_3_14_918","V","Mixed",6,35,"VISIT6","HP4","H",4,6,1.38629436111989,2
"2562","KD6D_",24,1,2018,"30_","1_",921,21.96,18.66,3.58,107,3,"KD6D_30_1_921","V","Mixed",13,414,"VISIT6","HP35","H",35,6,3.55534806148941,5.91607978309962
"2563","KD6D_",24,1,2018,"30_","1_",922,21.42,20.01,3.57,104,3,"KD6D_30_1_922","V","Mixed",18,158,"VISIT6","HP3","H",3,6,1.09861228866811,1.73205080756888
"2564","KD6D_",24,1,2018,"28_","4_",931,12.36,10.21,0.6,57,2,"KD6D_28_4_931","V","Mixed",13,211,"VISIT6","SP10","S",10,6,2.30258509299405,3.16227766016838
"2566","KD6D_",24,1,2018,"28_","4_",933,13.59,11.38,0.81,57,2,"KD6D_28_4_933","V","HB",9,49,"VISIT6","HP12","H",12,6,2.484906649788,3.46410161513775
"2567","KD6D_",24,1,2018,"28_","4_",934,14.69,11.5,1.01,73,2,"KD6D_28_4_934","V","Mixed",6,124,"VISIT6","HP9","H",9,6,2.19722457733622,3
"2568","KD6D_",24,1,2018,"28_","4_",935,14.04,11.91,1.06,69,2,"KD6D_28_4_935","V","Mixed",8,85,"VISIT6","HP25","H",25,6,3.2188758248682,5
"2569","KD6D_",24,1,2018,"28_","8_",936,20.24,18.43,3.15,103,3,"KD6D_28_8_936","V","Mixed",7,44,"VISIT6","SP7","S",7,6,1.94591014905531,2.64575131106459
"2570","KD6D_",24,1,2018,"28_","8_",937,21.31,18.36,3.07,103,2,"KD6D_28_8_937","V","Mixed",6,41,"VISIT6","SP4","S",4,6,1.38629436111989,2
"2571","KD6D_",24,1,2018,"28_","8_",938,22.26,18.93,3.76,107,2,"KD6D_28_8_938","V","Mixed",12,185,"VISIT6","HP6","H",6,6,1.79175946922805,2.44948974278318
"2572","KD6D_",24,1,2018,"28_","8_",939,21.27,17.5,3.43,109,3,"KD6D_28_8_939","V","Mixed",8,102,"VISIT6","HP2","H",2,6,0.693147180559945,1.4142135623731
"2573","KD6D_",24,1,2018,"28_","8_",940,21.77,18.97,3.63,104,3,"KD6D_28_8_940","V","Mixed",12,132,"VISIT6","HP38","H",38,6,3.63758615972639,6.16441400296898
"2575","KD6D_",24,1,2018,"28_","11_",942,5.93,6.53,0.05,6,1,"KD6D_28_11_942","V","HB",8,56,"VISIT6","HP2","H",2,6,0.693147180559945,1.4142135623731
"2576","KD6D_",24,1,2018,"25_","6_",947,21.66,21.07,3.82,98,2,"KD6D_25_6_947","V","Mixed",14,90,"VISIT6","HP3","H",3,6,1.09861228866811,1.73205080756888
"2577","KD6D_",24,1,2018,"25_","6_",948,19.9,18.98,3.36,100,1,"KD6D_25_6_948","V","Mixed",14,90,"VISIT6","SP4","S",4,6,1.38629436111989,2
"2578","KD6D_",24,1,2018,"25_","6_",949,19.12,18.21,2.89,81,1,"KD6D_25_6_949","V","Mixed",11,82,"VISIT6","HP29","H",29,6,3.36729582998647,5.3851648071345
"2579","KD6D_",24,1,2018,"25_","1_",950,22.68,18.16,3.71,114,2,"KD6D_25_1_950","V","Mixed",11,104,"VISIT6","SP1","S",1,6,0,1
"2580","KD6D_",24,1,2018,"25_","1_",951,20.96,17.78,3.19,112,1,"KD6D_25_1_951","V","Mixed",13,75,"VISIT6","HP2","H",2,6,0.693147180559945,1.4142135623731
"2581","KD6D_",24,1,2018,"25_","1_",952,21.01,19.77,4.08,109,2,"KD6D_25_1_952","V","Mixed",7,102,"VISIT6","SP2","S",2,6,0.693147180559945,1.4142135623731
"2582","KD6D_",24,1,2018,"25_","1_",953,20.41,18.75,3.62,68,2,"KD6D_25_1_953","V","Mixed",6,162,"VISIT6","SP4","S",4,6,1.38629436111989,2
"2584","KD6D_",24,1,2018,"20_","8_",960,12.21,20.14,1.33,29,1,"KD6D_20_8_960","V","HB",9,43,"VISIT6","HP2","H",2,6,0.693147180559945,1.4142135623731
"2585","KD6D_",24,1,2018,"20_","8_",961,23.97,20.79,4.68,103,3,"KD6D_20_8_961","V","HB",6,17,"VISIT6","HP5","H",5,6,1.6094379124341,2.23606797749979
"2586","KD6D_",24,1,2018,"20_","8_",962,24.43,21.98,4.7,106,2,"KD6D_20_8_962","V","HB",6,167,"VISIT6","HP63","H",63,6,4.14313472639153,7.93725393319377
"2588","KD8_",24,1,2018,"1_","3_",964,16.21,16.09,2.05,62,1,"KD8_1_3_964","V","HB",10,87,"VISIT6","HP1","H",1,6,0,1
"2589","KD8_",24,1,2018,"1_","3_",965,19.3,16.46,2.7,73,2,"KD8_1_3_965","V","Mixed",11,112,"VISIT6","HP3","H",3,6,1.09861228866811,1.73205080756888
"2590","KD8_",24,1,2018,"5_","3_",966,20.39,21.53,4.11,82,2,"KD8_5_3_966","V","HB",8,133,"VISIT6","HN10","H",10,6,2.30258509299405,3.16227766016838
"2592","KD8_",24,1,2018,"5_","3_",968,22.88,20,4.45,101,3,"KD8_5_3_968","V","Mixed",16,101,"VISIT6","HP3","H",3,6,1.09861228866811,1.73205080756888
"2593","KD8_",24,1,2018,"5_","3_",969,20.72,21.02,4.47,100,3,"KD8_5_3_969","V","HB",10,66,"VISIT6","HP7","H",7,6,1.94591014905531,2.64575131106459
"2594","KD8_",24,1,2018,"5_","8_",970,13.7,14.97,1.53,49,1,"KD8_5_8_970","V","HB",7,172,"VISIT6","HP3","H",3,6,1.09861228866811,1.73205080756888
"2597","KD6C_",24,1,2018,"11_","5_",974,16.02,13.48,1.49,78,2,"KD6C_11_5_974","V","HB",7,79,"VISIT6","HP7","H",7,6,1.94591014905531,2.64575131106459
"2600","KD5D_",24,1,2018,"3_","7_",977,20.55,17.99,2.99,113,2,"KD5D_3_7_977","V","HB",7,112,"VISIT6","HP12","H",12,6,2.484906649788,3.46410161513775
"2602","KD5D_",24,1,2018,"3_","7_",979,22.19,20.69,4.31,120,3,"KD5D_3_7_979","V","Mixed",24,265,"VISIT6","HP1","H",1,6,0,1
"2603","KD5C_",25,1,2018,"30_","1_",980,10.72,11.35,0.49,49,1,"KD5C_30_1_980","V","SB",14,159,"VISIT6","SP10","S",10,6,2.30258509299405,3.16227766016838
"2605","KD5C_",25,1,2018,"30_","1_",982,11.5,8.9,0.43,56,1,"KD5C_30_1_982","V","Mixed",21,227,"VISIT6","SP7","S",7,6,1.94591014905531,2.64575131106459
"2608","KD5C_",25,1,2018,"30_","1_",985,10.77,8.78,0.35,45,1,"KD5C_30_1_985","V","Mixed",18,249,"VISIT6","SP5","S",5,6,1.6094379124341,2.23606797749979
"2609","KD5C_",25,1,2018,"30_","5_",986,19.86,19.32,3.15,72,1,"KD5C_30_5_986","V","Mixed",13,224,"VISIT6","HN62","H",62,6,4.12713438504509,7.87400787401181
"2610","KD5C_",25,1,2018,"30_","5_",987,18.33,17.94,2.22,53,1,"KD5C_30_5_987","V","Mixed",7,122,"VISIT6","SP9","S",9,6,2.19722457733622,3
"2611","KD5C_",25,1,2018,"30_","5_",988,16.8,16.73,2.23,57,2,"KD5C_30_5_988","V","Mixed",9,96,"VISIT6","HP6","H",6,6,1.79175946922805,2.44948974278318
"2612","KD5C_",25,1,2018,"30_","5_",989,17.88,18.89,2.98,64,1,"KD5C_30_5_989","V","Mixed",10,67,"VISIT6","SP2","S",2,6,0.693147180559945,1.4142135623731
"2613","KD5C_",25,1,2018,"30_","7_",994,16.05,15.69,1.59,34,1,"KD5C_30_7_994","V","Mixed",13,244,"VISIT6","SP9","S",9,6,2.19722457733622,3
"2614","KD5C_",25,1,2018,"30_","7_",995,17.07,18.86,2.75,56,1,"KD5C_30_7_995","V","Mixed",18,117,"VISIT6","HP7","H",7,6,1.94591014905531,2.64575131106459
"2615","KD5C_",25,1,2018,"30_","7_",996,18.34,17,1.63,55,1,"KD5C_30_7_996","V","Mixed",6,189,"VISIT6","HN108","H",108,6,4.68213122712422,10.3923048454133
"2618","KD5C_",25,1,2018,"25_","8_",999,19.34,16.85,2.32,101,3,"KD5C_25_8_999","V","Mixed",8,96,"VISIT6","HP35","H",35,6,3.55534806148941,5.91607978309962
"2619","KD5C_",25,1,2018,"25_","8_",1000,19.95,17.55,2.88,112,3,"KD5C_25_8_1000","V","Mixed",6,120,"VISIT6","SP5","S",5,6,1.6094379124341,2.23606797749979
"2620","KD5C_",25,1,2018,"25_","8_",1001,19.57,17.59,2.43,80,2,"KD5C_25_8_1001","V","SB",7,54,"VISIT6","SP3","S",3,6,1.09861228866811,1.73205080756888
"2621","KD5C_",25,1,2018,"25_","8_",1002,20.45,18.03,2.81,94,3,"KD5C_25_8_1002","V","Mixed",9,68,"VISIT6","SP7","S",7,6,1.94591014905531,2.64575131106459
"2623","KD6C_",25,1,2018,"8_","3_",1004,18.04,17,2.45,101,2,"KD6C_8_3_1004","V","Mixed",7,152,"VISIT6","SP14","S",14,6,2.63905732961526,3.74165738677394
"2625","KD5D_",25,1,2018,"3_","4_",1006,22.79,18.86,3.85,105,3,"KD5D_3_4_1006","V","Mixed",11,94,"VISIT6","HP6","H",6,6,1.79175946922805,2.44948974278318
"2626","KD5D_",25,1,2018,"3_","4_",1007,23.32,20.28,4.38,106,3,"KD5D_3_4_1007","V","Mixed",12,162,"VISIT6","HP1","H",1,6,0,1
"2627","KD5D_",25,1,2018,"3_","4_",1008,22.72,19.83,3.85,108,3,"KD5D_3_4_1008","V","Mixed",12,125,"VISIT6","HN26","H",26,6,3.25809653802148,5.09901951359278
"2628","KD5D_",25,1,2018,"3_","4_",1009,23.03,19.9,4.1,109,3,"KD5D_3_4_1009","V","HB",8,190,"VISIT6","HP15","H",15,6,2.70805020110221,3.87298334620742
"2631","KD6D_",26,1,2018,"30_","4_",1015,25.96,22.3,5.32,122,3,"KD6D_30_4_1015","V","HB",9,165,"VISIT6","HP37","H",37,6,3.61091791264422,6.08276253029822
"2632","KD6D_",26,1,2018,"28_","6_",1016,16.82,18.89,2.72,39,2,"KD6D_28_6_1016","V","Mixed",8,214,"VISIT6","SP9","S",9,6,2.19722457733622,3
"2633","KD6D_",26,1,2018,"28_","6_",1017,17.57,16.93,2.55,85,3,"KD6D_28_6_1017","V","HB",10,59,"VISIT6","HP16","H",16,6,2.77258872223978,4
"2634","KD6D_",26,1,2018,"28_","6_",1018,19.53,17.44,2.68,79,3,"KD6D_28_6_1018","V","HB",8,108,"VISIT6","HP4","H",4,6,1.38629436111989,2
"2652","KD6D_",26,1,2018,"23_","10_",1036,19.48,18.24,2.38,94,2,"KD6D_23_10_1036","V","HB",7,35,"VISIT6","HP8","H",8,6,2.07944154167984,2.82842712474619
"2654","KD6D_",26,1,2018,"23_","10_",1038,18.54,15.24,1.94,88,2,"KD6D_23_10_1038","V","HB",8,37,"VISIT6","HP6","H",6,6,1.79175946922805,2.44948974278318
"2656","KD5D_",26,1,2018,"1_","12_",1051,17.58,17.35,2.22,78,2,"KD5D_1_12_1051","V","Mixed",10,51,"VISIT6","HP2","H",2,6,0.693147180559945,1.4142135623731
"2657","KD5D_",26,1,2018,"1_","12_",1052,18.76,17.5,2.38,92,2,"KD5D_1_12_1052","V","Mixed",6,112,"VISIT6","HN42","H",42,6,3.73766961828337,6.48074069840786
"2658","KD5D_",26,1,2018,"1_","12_",1053,18.08,17.56,2.44,78,3,"KD5D_1_12_1053","V","Mixed",20,157,"VISIT6","SP14","S",14,6,2.63905732961526,3.74165738677394
"2660","KD5D_",26,1,2018,"1_","12_",1055,17.17,17.53,2.11,86,3,"KD5D_1_12_1055","V","Mixed",11,208,"VISIT6","HP2","H",2,6,0.693147180559945,1.4142135623731
"2661","KD5C_",26,1,2018,"25_","3_",1056,9.28,14.54,0.82,12,1,"KD5C_25_3_1056","V","HB",7,88,"VISIT6","HP5","H",5,6,1.6094379124341,2.23606797749979
"2662","KD5C_",26,1,2018,"25_","3_",1057,15.97,16.7,1.83,27,1,"KD5C_25_3_1057","V","HB",10,131,"VISIT6","HP3","H",3,6,1.09861228866811,1.73205080756888
"2663","KD5C_",26,1,2018,"25_","3_",1058,22.28,18.95,3.84,87,2,"KD5C_25_3_1058","V","HB",6,63,"VISIT6","HP3","H",3,6,1.09861228866811,1.73205080756888
"2664","KD5C_",26,1,2018,"25_","3_",1059,22.25,18.21,3.88,97,2,"KD5C_25_3_1059","V","Mixed",16,186,"VISIT6","HP8","H",8,6,2.07944154167984,2.82842712474619
"2665","KD5C_",26,1,2018,"34_","2_",1066,17.04,16.53,2.27,90,3,"KD5C_34_2_1066","V","Mixed",14,172,"VISIT6","HN27","H",27,6,3.29583686600433,5.19615242270663
"2666","KD5C_",26,1,2018,"34_","2_",1067,11.29,14.6,1.29,18,1,"KD5C_34_2_1067","V","HB",10,120,"VISIT6","HP1","H",1,6,0,1
"2667","KD5C_",26,1,2018,"34_","2_",1068,18.28,15.65,2.29,75,2,"KD5C_34_2_1068","V","Mixed",11,113,"VISIT6","HP4","H",4,6,1.38629436111989,2
"2674","KD12B_",21,2,2018,"7_","3_",1222,19.7,19.22,3.1,99,2,"KD12B_7_3_1222","V","HB",10,68,"VISIT6","HP3","H",3,6,1.09861228866811,1.73205080756888
"2681","KD12B_",22,2,2018,"2_","3_",1229,22.26,19.59,4.15,107,2,"KD12B_2_3_1229","V","Mixed",10,199,"VISIT6","SN79","S",79,6,4.36944785246702,8.88819441731559
"2682","KD12B_",22,2,2018,"2_","3_",1230,20.64,17.91,3.31,115,2,"KD12B_2_3_1230","V","HB",10,116,"VISIT6","HP2","H",2,6,0.693147180559945,1.4142135623731
"2861","24I_",NA,NA,2017,"46_","4_",711,16.89,17.45,2.66,67,2,"24I_46_4_711","V","Mixed",7,95,"VISIT7","SP12","S",12,7,2.484906649788,3.46410161513775
"2876","24I_",NA,NA,2017,"6_","1_",736,21.92,19.92,3.08,112,2,"24I_6_1_736","V","Mixed",13,113,"VISIT7","SP24","S",24,7,3.17805383034795,4.89897948556636
"2890","24I_",NA,NA,2017,"6_","26_",752,21.89,19.62,3.46,112,3,"24I_6_26_752","V","Mixed",7,75,"VISIT7","SP4","S",4,7,1.38629436111989,2
