"","Species","SHOOT","Grow.con","Block","Year","Date","Row","Plant.number","Tag","DONOR","TREATMENT","SPEC.COM","FS","TVN","Pick.date","Size","Fresh.wgt","Ripe.time","POLL","seed.number","Firmness","Dryness","variable","value","poll.sp","poll.type","v.d","ord.v","log.vd","spp"
"33741","EG","F","Ground","S1S",2017,"17/5/18",6,24,"Juan-15","V","V","MX",1,6,"6/8/18",NA,0.67,NA,1,NA,NA,"","Visitor6","S P 64","S","P",64,6,4.15888308335967,"B"
"33742","EG","F","Ground","S1S",2017,"18/5/18",4,12,"Juan-24","V","V","MX",1,6,"6/8/18",NA,2.55,NA,1,NA,NA,"","Visitor6","H N 10","H","N",10,6,2.30258509299405,"B"
"33743","EG","F","Ground","S1S",2018,"11/5/18",6,9,"R6 P9 11/5/18 (V2)","V","V","MX",1,6,"25/7/18",NA,1.13,NA,1,NA,NA,"","Visitor6","H N 2 ","H","N",2,6,0.693147180559945,"B"
"33744","EG","F","Ground","S1S",2018,"10/5/18",4,19,"R4 P19 10/5/18 (V4)","V","V","MX",1,6,"25/7/18",NA,1.69,NA,1,NA,NA,"","Visitor6","H N 7","H","N",7,6,1.94591014905531,"B"
"33745","EG","F","Ground","S1S",2018,"17/5/18",6,24,"Juan-15","V","V","MX",1,6,"6/8/18",NA,0.67,NA,1,NA,NA,"","Visitor6","S P 64","S","P",64,6,4.15888308335967,"B"
"33746","EG","F","Ground","S1S",2018,"18/5/18",4,12,"Juan-24","V","V","MX",1,6,"6/8/18",NA,2.55,NA,1,NA,NA,"","Visitor6","H N 10","H","N",10,6,2.30258509299405,"B"
"33747","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1,NA,1,NA,NA,"","Visitor6","S P 7","S","P",7,6,1.94591014905531,"B"
"33748","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V2)","V","V","MX",1,7,"25/7/18",NA,1.16,NA,1,NA,NA,"","Visitor6","H N 12","H","N",12,6,2.484906649788,"B"
"33749","EG","F","Ground","S1S",2017,"8/5/18",2,52,"R2 P52 8/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.19,NA,1,NA,NA,"","Visitor6","H N 14","H","N",14,6,2.63905732961526,"B"
"33750","EG","F","Ground","S1S",2017,"16/5/18",6,23,"Juan-11","V","V","MX",1,7,"25/7/18",NA,1.36,NA,1,NA,NA,"","Visitor6","H N 11","H","N",11,6,2.39789527279837,"B"
"33751","EG","F","Ground","S1S",2017,"10/5/18",4,16,"R4 P16 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.6,NA,1,NA,NA,"","Visitor6","S P 20","S","P",20,6,2.99573227355399,"B"
"33752","EG","F","Ground","S1S",2017,"16/5/18",4,19,"R4 P19 16/5/18 (V5)","V","V","MX",1,7,"6/8/18",NA,1.54,NA,1,NA,NA,"","Visitor6","H N 1","H","N",1,6,0,"B"
"33753","EG","F","Ground","S1S",2017,"15/5/18",4,21,"Juan-2","V","V","MX",1,7,"6/8/18",NA,1.58,NA,1,NA,NA,"","Visitor6","S P 62","S","P",62,6,4.12713438504509,"B"
"33754","EG","F","Ground","S1S",2017,"14/5/18",6,30,"R6 P30 14/5/18 (V1)","V","V","MX",1,7,"6/8/18",NA,1.75,NA,1,NA,NA,"","Visitor6","H N 18","H","N",18,6,2.89037175789616,"B"
"33755","EG","F","Ground","S1S",2017,"18/5/18",6,27,"R6 P27 18/5/18 (V3)","V","V","MX",1,7,"6/8/18",NA,1.91,NA,1,NA,NA,"","Visitor6","S P 116","S","P",116,6,4.75359019110636,"B"
"33756","EG","F","Ground","S1S",2017,"18/5/18",6,27,"R6 P27 18/5/18 (V4)","V","V","MX",1,7,"16/8/18",NA,0.62,NA,1,NA,NA,"","Visitor6","H N 2","H","N",2,6,0.693147180559945,"B"
"33757","EG","F","Ground","S1S",2017,"16/5/18",6,33,"R6 P33 17/5/18 (V2)","V","V","MX",1,7,"16/8/18",NA,0.98,NA,1,NA,NA,"","Visitor6","S P 49","S","P",49,6,3.89182029811063,"B"
"33758","EG","F","Ground","S1S",2017,"17/5/18",2,52,"Juan-13","V","V","MX",1,7,"10/9/18",NA,0.45,NA,1,NA,NA,"","Visitor6","H N 2","H","N",2,6,0.693147180559945,"B"
"33759","EG","F","Ground","S1S",2018,"10/5/18",4,19,"R4 P19 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1,NA,1,NA,NA,"","Visitor6","S P 7","S","P",7,6,1.94591014905531,"B"
"33760","EG","F","Ground","S1S",2018,"10/5/18",4,19,"R4 P19 10/5/18 (V2)","V","V","MX",1,7,"25/7/18",NA,1.16,NA,1,NA,NA,"","Visitor6","H N 12","H","N",12,6,2.484906649788,"B"
"33761","EG","F","Ground","S1S",2018,"8/5/18",2,52,"R2 P52 8/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.19,NA,1,NA,NA,"","Visitor6","H N 14","H","N",14,6,2.63905732961526,"B"
"33762","EG","F","Ground","S1S",2018,"16/5/18",6,23,"Juan-11","V","V","MX",1,7,"25/7/18",NA,1.36,NA,1,NA,NA,"","Visitor6","H N 11","H","N",11,6,2.39789527279837,"B"
"33763","EG","F","Ground","S1S",2018,"10/5/18",4,16,"R4 P16 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.6,NA,1,NA,NA,"","Visitor6","S P 20","S","P",20,6,2.99573227355399,"B"
"33764","EG","F","Ground","S1S",2018,"16/5/18",4,19,"R4 P19 16/5/18 (V5)","V","V","MX",1,7,"6/8/18",NA,1.54,NA,1,NA,NA,"","Visitor6","H N 1","H","N",1,6,0,"B"
"33765","EG","F","Ground","S1S",2018,"15/5/18",4,21,"Juan-2","V","V","MX",1,7,"6/8/18",NA,1.58,NA,1,NA,NA,"","Visitor6","S P 62","S","P",62,6,4.12713438504509,"B"
"33766","EG","F","Ground","S1S",2018,"14/5/18",6,30,"R6 P30 14/5/18 (V1)","V","V","MX",1,7,"6/8/18",NA,1.75,NA,1,NA,NA,"","Visitor6","H N 18","H","N",18,6,2.89037175789616,"B"
"33767","EG","F","Ground","S1S",2018,"18/5/18",6,27,"R6 P27 18/5/18 (V3)","V","V","MX",1,7,"6/8/18",NA,1.91,NA,1,NA,NA,"","Visitor6","S P 116","S","P",116,6,4.75359019110636,"B"
"33768","EG","F","Ground","S1S",2018,"18/5/18",6,27,"R6 P27 18/5/18 (V4)","V","V","MX",1,7,"16/8/18",NA,0.62,NA,1,NA,NA,"","Visitor6","H N 2","H","N",2,6,0.693147180559945,"B"
"33769","EG","F","Ground","S1S",2018,"16/5/18",6,33,"R6 P33 17/5/18 (V2)","V","V","MX",1,7,"16/8/18",NA,0.98,NA,1,NA,NA,"","Visitor6","S P 49","S","P",49,6,3.89182029811063,"B"
"33770","EG","F","Ground","S1S",2018,"17/5/18",2,52,"Juan-13","V","V","MX",1,7,"10/9/18",NA,0.45,NA,1,NA,NA,"","Visitor6","H N 2","H","N",2,6,0.693147180559945,"B"
"33771","EG","F","Ground","S1S",2017,"15/5/18",6,34,"R6 P34 15/5/18 (V3)","V","V","MX",1,8,"25/7/18",NA,1.57,NA,1,NA,NA,"","Visitor6","S P 64","S","P",64,6,4.15888308335967,"B"
"33772","EG","F","Ground","S1S",2017,"16/5/18",4,17,"R4 P17 16/5/18 (V2)","V","V","MX",1,8,"25/7/18",NA,2.03,NA,1,NA,NA,"","Visitor6","H P 20","H","P",20,6,2.99573227355399,"B"
"33773","EG","F","Ground","S1S",2017,"8/5/18",2,57,"R2 P57 8/5/18 (V1)","V","V","MX",1,8,NA,NA,NA,NA,1,NA,NA,"","Visitor6","H N 1","H","N",1,6,0,"B"
"33774","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V3)","V","V","MX",1,8,"16/8/18",NA,0.53,NA,1,NA,NA,"","Visitor6","S P 5","S","P",5,6,1.6094379124341,"B"
"33775","EG","F","Ground","S1S",2018,"15/5/18",6,34,"R6 P34 15/5/18 (V3)","V","V","MX",1,8,"25/7/18",NA,1.57,NA,1,NA,NA,"","Visitor6","S P 64","S","P",64,6,4.15888308335967,"B"
"33776","EG","F","Ground","S1S",2018,"16/5/18",4,17,"R4 P17 16/5/18 (V2)","V","V","MX",1,8,"25/7/18",NA,2.03,NA,1,NA,NA,"","Visitor6","H P 20","H","P",20,6,2.99573227355399,"B"
"33777","EG","F","Ground","S1S",2018,"8/5/18",2,57,"R2 P57 8/5/18 (V1)","V","V","MX",1,8,NA,NA,NA,NA,1,NA,NA,"","Visitor6","H N 1","H","N",1,6,0,"B"
"33778","EG","F","Ground","S1S",2018,"10/5/18",4,19,"R4 P19 10/5/18 (V3)","V","V","MX",1,8,"16/8/18",NA,0.53,NA,1,NA,NA,"","Visitor6","S P 5","S","P",5,6,1.6094379124341,"B"
"33779","EG","F","Ground","S1S",2017,"14/5/18",6,30,"R6 P30 14/5/18 (V2)","V","V","MX",1,9,"25/7/18",NA,1.33,NA,1,NA,NA,"","Visitor6","H N 2","H","N",2,6,0.693147180559945,"B"
"33780","EG","F","Ground","S1S",2017,"10/5/18",4,29,"R4 P29 10/5/18 (V3)","V","V","MX",1,9,"25/7/18",NA,1.73,NA,1,NA,NA,"","Visitor6","H N 1","H","N",1,6,0,"B"
"33781","EG","F","Ground","S1S",2017,"18/5/18",4,12,"Juan-23","V","V","MX",1,10,"6/8/18",NA,1.08,NA,1,NA,NA,"","Visitor6","H N 4","H","N",4,6,1.38629436111989,"B"
"33782","EG","F","Ground","S1S",2017,"17/5/17",6,24,"Juan-18","V","V","MX",1,9,"6/8/18",NA,1.83,NA,1,NA,NA,"","Visitor6","S P 55","S","P",55,6,4.00733318523247,"B"
"33783","EG","F","Ground","S1S",2018,"14/5/18",6,30,"R6 P30 14/5/18 (V2)","V","V","MX",1,9,"25/7/18",NA,1.33,NA,1,NA,NA,"","Visitor6","H N 2","H","N",2,6,0.693147180559945,"B"
"33784","EG","F","Ground","S1S",2018,"10/5/18",4,29,"R4 P29 10/5/18 (V3)","V","V","MX",1,9,"25/7/18",NA,1.73,NA,1,NA,NA,"","Visitor6","H N 1","H","N",1,6,0,"B"
"33785","EG","F","Ground","S1S",2018,"18/5/18",4,12,"Juan-23","V","V","MX",1,10,"6/8/18",NA,1.08,NA,1,NA,NA,"","Visitor6","H N 4","H","N",4,6,1.38629436111989,"B"
"33786","EG","F","Ground","S1S",2018,"17/5/17",6,24,"Juan-18","V","V","MX",1,9,"6/8/18",NA,1.83,NA,1,NA,NA,"","Visitor6","S P 55","S","P",55,6,4.00733318523247,"B"
"33787","EG","F","Ground","S1S",2018,"10/5/18",4,16,"R4 P16 10/5/18(V2)","V","V","MX",1,10,"25/7/18",NA,1.89,NA,1,NA,NA,"","Visitor6","H N 11","H","N",11,6,2.39789527279837,"B"
"33788","EG","F","Ground","S1S",2018,"15/5/18",4,21,"Juan-4","V","V","MX",1,10,"6/8/18",NA,1.19,NA,1,NA,NA,"","Visitor6","H N 10","H","N",10,6,2.30258509299405,"B"
"33789","EG","F","Ground","S1S",2018,"10/5/18",4,29,"R4 P29 10/5/18 (V2)","V","V","MX",1,11,"25/7/18",NA,1.47,NA,1,NA,NA,"","Visitor6","S P 33","S","P",33,6,3.49650756146648,"B"
"33790","EG","F","Ground","S1S",2018,"16/5/18",6,33,"R6 P33 17/5/18 (V3)","V","V","MX",1,11,"25/7/18",NA,1.5,NA,1,NA,NA,"","Visitor6","S P 11","S","P",11,6,2.39789527279837,"B"
"33791","EG","F","Ground","S1S",2018,"11/5/18",6,9,"R6 P9 11/5/18 (V1)","V","V","MX",1,11,"25/7/18",NA,1.57,NA,1,NA,NA,"","Visitor6","H N 21 ","H","N",21,6,3.04452243772342,"B"
"33792","EG","F","Ground","S1S",2018,"9/5/18",2,30,"R2 P30 9/5/18 (V2)","V","V","MX",1,12,"6/8/18",NA,1.42,NA,1,NA,NA,"","Visitor6","H N 10","H","N",10,6,2.30258509299405,"B"
"33793","EG","F","Ground","S1S",2018,"17/5/18",6,24,"Juan-20","V","V","MX",1,12,"31/8/18",NA,0.52,NA,1,NA,NA,"","Visitor6","S P 40","S","P",40,6,3.68887945411394,"B"
"33794","EG","F","Ground","S1S",2018,"17/5/18",6,24,"Juan-19","V","V","MX",1,14,"6/8/18",NA,1.73,NA,1,NA,NA,"","Visitor6","S P 49","S","P",49,6,3.89182029811063,"B"
"33795","EG","F","Ground","S1S",2018,"10/5/18",4,29,"R4 P29 10/5/18 (V1)","V","V","MX",1,14,"25/7/18",NA,1.77,NA,1,NA,NA,"","Visitor6","S N 7","S","N",7,6,1.94591014905531,"B"
"33796","EG","F","Ground","S1S",2018,"14/5/18",2,22,"R2 P22 14/5/18 (V2)","V","V","MX",1,15,"25/7/18",NA,0.91,NA,1,NA,NA,"","Visitor6","H N 17","H","N",17,6,2.83321334405622,"B"
"33797","EG","F","Ground","S1S",2018,"16/5/18",4,17,"R4 P17 16/5/18 (V1)","V","V","MX",1,15,"25/7/18",NA,1.85,NA,1,NA,NA,"","Visitor6","S N 256","S","N",256,6,5.54517744447956,"B"
"33798","EG","F","Ground","S1S",2018,"10/5/18",4,28,"R4 P28 10/5/18 (V1)","V","V","MX",1,15,"25/7/18",NA,1.94,NA,1,NA,NA,"","Visitor6","S N 31","S","N",31,6,3.43398720448515,"B"
"33799","EG","F","Ground","S1S",2018,"11/5/18",6,23,"R6 P23 11/5/18 (V2)","V","V","MX",1,15,"25/7/18",NA,2.03,NA,1,NA,NA,"","Visitor6","H N 84","H","N",84,6,4.43081679884331,"B"
"33800","EG","F","Ground","S1S",2018,"18/5/18",6,27,"R6 P27 18/5/18 (V5)","V","V","MX",1,15,"6/8/18",NA,1.99,NA,1,NA,NA,"","Visitor6","H P 2","H","P",2,6,0.693147180559945,"B"
"33801","EG","F","Ground","S1S",2018,"9/5/18",2,30,"R2 P30 9/5/18 (V1)","V","V","MX",1,15,"6/8/18",NA,1.42,NA,1,NA,NA,"","Visitor6","H N 4","H","N",4,6,1.38629436111989,"B"
"33802","EG","F","Ground","S1S",2018,"15/5/18",4,21,"Juan-3","V","V","MX",1,15,"6/8/18",NA,1.66,NA,1,NA,NA,"","Visitor6","H P 2","H","P",2,6,0.693147180559945,"B"
"33803","EG","F","Ground","S1S",2018,"16/5/18",6,33,"R6 P33 17/5/18 (V1)","V","V","MX",0,15,"",NA,NA,NA,1,NA,NA,"","Visitor6","S N 57","S","N",57,6,4.04305126783455,"B"
"40117","EG","F","Ground","S1S",2017,"8/5/18",2,57,"R2 P57 8/5/18 (V2)","V","V","HB",1,7,NA,NA,NA,NA,1,NA,NA,"","Visitor7","H N 1","H","N",1,7,0,"B"
"40118","EG","F","Ground","S1S",2018,"8/5/18",2,57,"R2 P57 8/5/18 (V2)","V","V","HB",1,7,NA,NA,NA,NA,1,NA,NA,"","Visitor7","H N 1","H","N",1,7,0,"B"
"40119","EG","F","Ground","S1S",2018,"9/5/18",2,21,"R2 P219/5/18 (V1)","V","V","HB",1,15,"25/7/18",NA,1.86,NA,1,NA,NA,"","Visitor7","H N 1","H","N",1,7,0,"B"
"40413","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1,NA,1,NA,NA,"","Visitor7","H N 7 ","H","N",7,7,1.94591014905531,"B"
"40414","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V2)","V","V","MX",1,7,"25/7/18",NA,1.16,NA,1,NA,NA,"","Visitor7","H N 12","H","N",12,7,2.484906649788,"B"
"40415","EG","F","Ground","S1S",2017,"8/5/18",2,52,"R2 P52 8/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.19,NA,1,NA,NA,"","Visitor7","H N 12","H","N",12,7,2.484906649788,"B"
"40416","EG","F","Ground","S1S",2017,"16/5/18",6,23,"Juan-11","V","V","MX",1,7,"25/7/18",NA,1.36,NA,1,NA,NA,"","Visitor7","H N 7","H","N",7,7,1.94591014905531,"B"
"40417","EG","F","Ground","S1S",2017,"10/5/18",4,16,"R4 P16 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.6,NA,1,NA,NA,"","Visitor7","H N 11","H","N",11,7,2.39789527279837,"B"
"40418","EG","F","Ground","S1S",2017,"16/5/18",4,19,"R4 P19 16/5/18 (V5)","V","V","MX",1,7,"6/8/18",NA,1.54,NA,1,NA,NA,"","Visitor7","H N 26","H","N",26,7,3.25809653802148,"B"
"40419","EG","F","Ground","S1S",2017,"15/5/18",4,21,"Juan-2","V","V","MX",1,7,"6/8/18",NA,1.58,NA,1,NA,NA,"","Visitor7","S P 23","S","P",23,7,3.13549421592915,"B"
"40420","EG","F","Ground","S1S",2017,"14/5/18",6,30,"R6 P30 14/5/18 (V1)","V","V","MX",1,7,"6/8/18",NA,1.75,NA,1,NA,NA,"","Visitor7","H N 12","H","N",12,7,2.484906649788,"B"
"40421","EG","F","Ground","S1S",2017,"18/5/18",6,27,"R6 P27 18/5/18 (V3)","V","V","MX",1,7,"6/8/18",NA,1.91,NA,1,NA,NA,"","Visitor7","S P 107","S","P",107,7,4.67282883446191,"B"
"40422","EG","F","Ground","S1S",2017,"18/5/18",6,27,"R6 P27 18/5/18 (V4)","V","V","MX",1,7,"16/8/18",NA,0.62,NA,1,NA,NA,"","Visitor7","S N 12 ","S","N",12,7,2.484906649788,"B"
"40423","EG","F","Ground","S1S",2017,"16/5/18",6,33,"R6 P33 17/5/18 (V2)","V","V","MX",1,7,"16/8/18",NA,0.98,NA,1,NA,NA,"","Visitor7","S N 17","S","N",17,7,2.83321334405622,"B"
"40424","EG","F","Ground","S1S",2017,"17/5/18",2,52,"Juan-13","V","V","MX",1,7,"10/9/18",NA,0.45,NA,1,NA,NA,"","Visitor7","H N 1","H","N",1,7,0,"B"
"40425","EG","F","Ground","S1S",2018,"10/5/18",4,19,"R4 P19 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1,NA,1,NA,NA,"","Visitor7","H N 7 ","H","N",7,7,1.94591014905531,"B"
"40426","EG","F","Ground","S1S",2018,"10/5/18",4,19,"R4 P19 10/5/18 (V2)","V","V","MX",1,7,"25/7/18",NA,1.16,NA,1,NA,NA,"","Visitor7","H N 12","H","N",12,7,2.484906649788,"B"
"40427","EG","F","Ground","S1S",2018,"8/5/18",2,52,"R2 P52 8/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.19,NA,1,NA,NA,"","Visitor7","H N 12","H","N",12,7,2.484906649788,"B"
"40428","EG","F","Ground","S1S",2018,"16/5/18",6,23,"Juan-11","V","V","MX",1,7,"25/7/18",NA,1.36,NA,1,NA,NA,"","Visitor7","H N 7","H","N",7,7,1.94591014905531,"B"
"40429","EG","F","Ground","S1S",2018,"10/5/18",4,16,"R4 P16 10/5/18 (V1)","V","V","MX",1,7,"25/7/18",NA,1.6,NA,1,NA,NA,"","Visitor7","H N 11","H","N",11,7,2.39789527279837,"B"
"40430","EG","F","Ground","S1S",2018,"16/5/18",4,19,"R4 P19 16/5/18 (V5)","V","V","MX",1,7,"6/8/18",NA,1.54,NA,1,NA,NA,"","Visitor7","H N 26","H","N",26,7,3.25809653802148,"B"
"40431","EG","F","Ground","S1S",2018,"15/5/18",4,21,"Juan-2","V","V","MX",1,7,"6/8/18",NA,1.58,NA,1,NA,NA,"","Visitor7","S P 23","S","P",23,7,3.13549421592915,"B"
"40432","EG","F","Ground","S1S",2018,"14/5/18",6,30,"R6 P30 14/5/18 (V1)","V","V","MX",1,7,"6/8/18",NA,1.75,NA,1,NA,NA,"","Visitor7","H N 12","H","N",12,7,2.484906649788,"B"
"40433","EG","F","Ground","S1S",2018,"18/5/18",6,27,"R6 P27 18/5/18 (V3)","V","V","MX",1,7,"6/8/18",NA,1.91,NA,1,NA,NA,"","Visitor7","S P 107","S","P",107,7,4.67282883446191,"B"
"40434","EG","F","Ground","S1S",2018,"18/5/18",6,27,"R6 P27 18/5/18 (V4)","V","V","MX",1,7,"16/8/18",NA,0.62,NA,1,NA,NA,"","Visitor7","S N 12 ","S","N",12,7,2.484906649788,"B"
"40435","EG","F","Ground","S1S",2018,"16/5/18",6,33,"R6 P33 17/5/18 (V2)","V","V","MX",1,7,"16/8/18",NA,0.98,NA,1,NA,NA,"","Visitor7","S N 17","S","N",17,7,2.83321334405622,"B"
"40436","EG","F","Ground","S1S",2018,"17/5/18",2,52,"Juan-13","V","V","MX",1,7,"10/9/18",NA,0.45,NA,1,NA,NA,"","Visitor7","H N 1","H","N",1,7,0,"B"
"40437","EG","F","Ground","S1S",2017,"15/5/18",6,34,"R6 P34 15/5/18 (V3)","V","V","MX",1,8,"25/7/18",NA,1.57,NA,1,NA,NA,"","Visitor7","H N 35","H","N",35,7,3.55534806148941,"B"
"40438","EG","F","Ground","S1S",2017,"16/5/18",4,17,"R4 P17 16/5/18 (V2)","V","V","MX",1,8,"25/7/18",NA,2.03,NA,1,NA,NA,"","Visitor7","S N 96","S","N",96,7,4.56434819146784,"B"
"40439","EG","F","Ground","S1S",2017,"8/5/18",2,57,"R2 P57 8/5/18 (V1)","V","V","MX",1,8,NA,NA,NA,NA,1,NA,NA,"","Visitor7","H N 4","H","N",4,7,1.38629436111989,"B"
"40440","EG","F","Ground","S1S",2017,"10/5/18",4,19,"R4 P19 10/5/18 (V3)","V","V","MX",1,8,"16/8/18",NA,0.53,NA,1,NA,NA,"","Visitor7","H N 10","H","N",10,7,2.30258509299405,"B"
"40441","EG","F","Ground","S1S",2018,"15/5/18",6,34,"R6 P34 15/5/18 (V3)","V","V","MX",1,8,"25/7/18",NA,1.57,NA,1,NA,NA,"","Visitor7","H N 35","H","N",35,7,3.55534806148941,"B"
"40442","EG","F","Ground","S1S",2018,"16/5/18",4,17,"R4 P17 16/5/18 (V2)","V","V","MX",1,8,"25/7/18",NA,2.03,NA,1,NA,NA,"","Visitor7","S N 96","S","N",96,7,4.56434819146784,"B"
"40443","EG","F","Ground","S1S",2018,"8/5/18",2,57,"R2 P57 8/5/18 (V1)","V","V","MX",1,8,NA,NA,NA,NA,1,NA,NA,"","Visitor7","H N 4","H","N",4,7,1.38629436111989,"B"
"40444","EG","F","Ground","S1S",2018,"10/5/18",4,19,"R4 P19 10/5/18 (V3)","V","V","MX",1,8,"16/8/18",NA,0.53,NA,1,NA,NA,"","Visitor7","H N 10","H","N",10,7,2.30258509299405,"B"
"40445","EG","F","Ground","S1S",2017,"14/5/18",6,30,"R6 P30 14/5/18 (V2)","V","V","MX",1,9,"25/7/18",NA,1.33,NA,1,NA,NA,"","Visitor7","H N 11","H","N",11,7,2.39789527279837,"B"
"40446","EG","F","Ground","S1S",2017,"10/5/18",4,29,"R4 P29 10/5/18 (V3)","V","V","MX",1,9,"25/7/18",NA,1.73,NA,1,NA,NA,"","Visitor7","H N 1","H","N",1,7,0,"B"
"40447","EG","F","Ground","S1S",2017,"18/5/18",4,12,"Juan-23","V","V","MX",1,10,"6/8/18",NA,1.08,NA,1,NA,NA,"","Visitor7","H N 16","H","N",16,7,2.77258872223978,"B"
"40448","EG","F","Ground","S1S",2017,"17/5/17",6,24,"Juan-18","V","V","MX",1,9,"6/8/18",NA,1.83,NA,1,NA,NA,"","Visitor7","H N 11","H","N",11,7,2.39789527279837,"B"
"40449","EG","F","Ground","S1S",2018,"14/5/18",6,30,"R6 P30 14/5/18 (V2)","V","V","MX",1,9,"25/7/18",NA,1.33,NA,1,NA,NA,"","Visitor7","H N 11","H","N",11,7,2.39789527279837,"B"
"40450","EG","F","Ground","S1S",2018,"10/5/18",4,29,"R4 P29 10/5/18 (V3)","V","V","MX",1,9,"25/7/18",NA,1.73,NA,1,NA,NA,"","Visitor7","H N 1","H","N",1,7,0,"B"
"40451","EG","F","Ground","S1S",2018,"18/5/18",4,12,"Juan-23","V","V","MX",1,10,"6/8/18",NA,1.08,NA,1,NA,NA,"","Visitor7","H N 16","H","N",16,7,2.77258872223978,"B"
"40452","EG","F","Ground","S1S",2018,"17/5/17",6,24,"Juan-18","V","V","MX",1,9,"6/8/18",NA,1.83,NA,1,NA,NA,"","Visitor7","H N 11","H","N",11,7,2.39789527279837,"B"
"40453","EG","F","Ground","S1S",2018,"10/5/18",4,16,"R4 P16 10/5/18(V2)","V","V","MX",1,10,"25/7/18",NA,1.89,NA,1,NA,NA,"","Visitor7","H N 1","H","N",1,7,0,"B"
"40454","EG","F","Ground","S1S",2018,"15/5/18",4,21,"Juan-4","V","V","MX",1,10,"6/8/18",NA,1.19,NA,1,NA,NA,"","Visitor7","S P 62","S","P",62,7,4.12713438504509,"B"
"40455","EG","F","Ground","S1S",2018,"10/5/18",4,29,"R4 P29 10/5/18 (V2)","V","V","MX",1,11,"25/7/18",NA,1.47,NA,1,NA,NA,"","Visitor7","H N 7 ","H","N",7,7,1.94591014905531,"B"
"40456","EG","F","Ground","S1S",2018,"16/5/18",6,33,"R6 P33 17/5/18 (V3)","V","V","MX",1,11,"25/7/18",NA,1.5,NA,1,NA,NA,"","Visitor7","S P 36","S","P",36,7,3.58351893845611,"B"
"40457","EG","F","Ground","S1S",2018,"11/5/18",6,9,"R6 P9 11/5/18 (V1)","V","V","MX",1,11,"25/7/18",NA,1.57,NA,1,NA,NA,"","Visitor7","H P 52 ","H","P",52,7,3.95124371858143,"B"
"40458","EG","F","Ground","S1S",2018,"9/5/18",2,30,"R2 P30 9/5/18 (V2)","V","V","MX",1,12,"6/8/18",NA,1.42,NA,1,NA,NA,"","Visitor7","H N 10","H","N",10,7,2.30258509299405,"B"
"40459","EG","F","Ground","S1S",2018,"17/5/18",6,24,"Juan-20","V","V","MX",1,12,"31/8/18",NA,0.52,NA,1,NA,NA,"","Visitor7","S P 113","S","P",113,7,4.72738781871234,"B"
"40460","EG","F","Ground","S1S",2018,"17/5/18",6,24,"Juan-19","V","V","MX",1,14,"6/8/18",NA,1.73,NA,1,NA,NA,"","Visitor7","S P 29","S","P",29,7,3.36729582998647,"B"
"40461","EG","F","Ground","S1S",2018,"10/5/18",4,29,"R4 P29 10/5/18 (V1)","V","V","MX",1,14,"25/7/18",NA,1.77,NA,1,NA,NA,"","Visitor7","S P 28","S","P",28,7,3.3322045101752,"B"
"40462","EG","F","Ground","S1S",2018,"14/5/18",2,22,"R2 P22 14/5/18 (V2)","V","V","MX",1,15,"25/7/18",NA,0.91,NA,1,NA,NA,"","Visitor7","H N 7","H","N",7,7,1.94591014905531,"B"
"40463","EG","F","Ground","S1S",2018,"16/5/18",4,17,"R4 P17 16/5/18 (V1)","V","V","MX",1,15,"25/7/18",NA,1.85,NA,1,NA,NA,"","Visitor7","S P 16","S","P",16,7,2.77258872223978,"B"
"40464","EG","F","Ground","S1S",2018,"10/5/18",4,28,"R4 P28 10/5/18 (V1)","V","V","MX",1,15,"25/7/18",NA,1.94,NA,1,NA,NA,"","Visitor7","S N 37","S","N",37,7,3.61091791264422,"B"
"40465","EG","F","Ground","S1S",2018,"11/5/18",6,23,"R6 P23 11/5/18 (V2)","V","V","MX",1,15,"25/7/18",NA,2.03,NA,1,NA,NA,"","Visitor7","S P 28","S","P",28,7,3.3322045101752,"B"
"40466","EG","F","Ground","S1S",2018,"18/5/18",6,27,"R6 P27 18/5/18 (V5)","V","V","MX",1,15,"6/8/18",NA,1.99,NA,1,NA,NA,"","Visitor7","S N 63","S","N",63,7,4.14313472639153,"B"
"40467","EG","F","Ground","S1S",2018,"9/5/18",2,30,"R2 P30 9/5/18 (V1)","V","V","MX",1,15,"6/8/18",NA,1.42,NA,1,NA,NA,"","Visitor7","S P 1","S","P",1,7,0,"B"
